"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00076410","2001-03-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","   61",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,"  -11",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   28",",,0,1700","    0","P,,0","    0","P,,0","  128",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,"  -11",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   84",",,0,1700","    0","P,,0","    0","P,,0","   94",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,"   50",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   13",",,0,1700","    0","P,,0","    0","P,,0","  106",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,"   50",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  106",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,"   39",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   76",",,0,1700","    0","P,,0","    0","P,,0","  106",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,"   39",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   46",",,0,1700","    0","P,,0","    0","P,,0","  106",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,"   44",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   20",",,0,1700","    0","P,,0","    0","P,,0","   67",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,"   33",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","   83",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,"   11",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-20","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  106",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,"   28",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-21","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  133",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,"   56",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-22","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  312",",,0,1700","    0","P,,0","    0","P,,0","   67",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,"   50",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-23","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  106",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,"   50",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-24","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  139",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,"   67",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-25","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  106",",,0","    6",",I,0",,,,,,,,,,,,,,,,,,,"  -11",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-26","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","   67",",,0","  -17",",,0",,,,,,,,,,,,,,,,,,,"  -11",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-27","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    8",",,0,1700","    0","P,,0","    0","P,,0","   28",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,"  -28",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-28","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   28",",,0,1700","    0","P,,0","    0","P,,0","   44",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,"  -22",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-29","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","   44",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,"   11",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-30","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  135",",,0,1700","    0","P,,0","    0","P,,0","   83",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,"   67",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-03-31","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  419",",,0,1700","    0","P,,0","    0","P,,0","   78",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,"   39",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-01","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","   83",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,"   67",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-02","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,0,1700","    0","P,,0","    0","P,,0","  144",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,"   67",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-03","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  156",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,"  128",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-04","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  150",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,"  122",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-05","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  183",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,"  178",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-06","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  156",",I,0","   11",",,0",,,,,,,,,,,,,,,,,,,"  144",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","   61",",I,0","   22",",,0",,,,,,,,,,,,,,,,,,,"   22",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","   50",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,"   33",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  300",",,0","   83",",I,0",,,,,,,,,,,,,,,,,,,"  289",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  130",",,0,1700","    0","P,,0","    0","P,,0","  167",",I,0","   50",",,0",,,,,,,,,,,,,,,,,,,"  150",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  112",",,0,1700","    0","P,,0","    0","P,,0","  156",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,"  106",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  194",",,0","  106",",,0",,,,,,,,,,,,,,,,,,,"  178",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   36",",,0,1700","    0","P,,0","    0","P,,0","  239",",,0","  228",",I,0",,,,,,,,,,,,,,,,,,,"  239",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  239",",,0","  106",",,0",,,,,,,,,,,,,,,,,,,"  183",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  178",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,"  172",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  122",",,0,1700","    0","P,,0","    0","P,,0","  133",",I,0","   61",",,0",,,,,,,,,,,,,,,,,,,"  117",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  128",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,"   94",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   38",",,0,1700","    0","P,,0","    0","P,,0","  100",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,"   89",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  144",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,"  144",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-20","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  194",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,"  194",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-21","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  233",",,0","  111",",,0",,,,,,,,,,,,,,,,,,,"  211",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-22","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  283",",,0","  139",",,0",,,,,,,,,,,,,,,,,,,"  272",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-23","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  322",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  306",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-24","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  289",",I,0","  167",",,0",,,,,,,,,,,,,,,,,,,"  239",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-25","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  239",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,"  217",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-26","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  178",",I,0","   22",",,0",,,,,,,,,,,,,,,,,,,"  139",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-27","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  194",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,"  178",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-28","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  194",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,"  178",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-29","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  183",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,"  183",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-04-30","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  239",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,"  233",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-01","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  256",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,"  161",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-02","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  306",",,0","  156",",,0",,,,,,,,,,,,,,,,,,,"  178",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-03","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  333",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  217",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-04","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  328",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  217",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-05","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0","P,,0","    0","P,,0","  344",",,0","  228",",I,0",,,,,,,,,,,,,,,,,,,"  233",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-06","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0","P,,0","    0","P,,0","  233",",,0","  100",",,0",,,,,,,,,,,,,,,,,,,"  117",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  178",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,"   94",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  150",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,"   89",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  150",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,"   94",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  256",",,0","  139",",I,0",,,,,,,,,,,,,,,,,,,"  200",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  294",",,0","  156",",,0",,,,,,,,,,,,,,,,,,,"  211",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  317",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  217",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    3",",,0,1700","    0","P,,0","    0","P,,0","  311",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,"  133",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  228",",,0","  106",",,0",,,,,,,,,,,,,,,,,,,"  139",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0","P,,0","    0","P,,0","  222",",,0","  111",",,0",,,,,,,,,,,,,,,,,,,"  144",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  239",",,0","  106",",,0",,,,,,,,,,,,,,,,,,,"  139",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  167",",,0","  117",",,0",,,,,,,,,,,,,,,,,,,"  122",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   20",",,0,1700","    0","P,,0","    0","P,,0","  161",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,"  128",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  172",",,0","  150",",I,0",,,,,,,,,,,,,,,,,,,"  167",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-20","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  289",",,0","  133",",,0",,,,,,,,,,,,,,,,,,,"  139",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-21","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,0,1700","    0","P,,0","    0","P,,0","  156",",,0","  117",",,0",,,,,,,,,,,,,,,,,,,"  122",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-22","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  307",",,0,1700","    0","P,,0","    0","P,,0","  156",",,0","  139",",I,0",,,,,,,,,,,,,,,,,,,"  144",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-23","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  201",",,0,1700","    0","P,,0","    0","P,,0","  161",",,0","  144",",,0",,,,,,,,,,,,,,,,,,,"  144",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-24","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,0,1700","    0","P,,0","    0","P,,0","  167",",,0","  133",",,0",,,,,,,,,,,,,,,,,,,"  144",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-25","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  217",",,0","  133",",,0",,,,,,,,,,,,,,,,,,,"  133",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-26","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    8",",,0,1700","    0","P,,0","    0","P,,0","  144",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,"  128",",I,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-27","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  483",",,0,1700","    0","P,,0","    0","P,,0","  156",",,0","  150",",I,0",,,,,,,,,,,,,,,,,,,"  150",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-28","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   43",",,0,1700","    0","P,,0","    0","P,,0","  222",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,"  150",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-29","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  239",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,"  167",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-30","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  250",",,0",,,,,,,,,,,,,,,,,,,,,"  128",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-05-31","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0","P,,0","    0","P,,0","  200",",,0","   94",",,0",,,,,,,,,,,,,,,,,,,"  117",",,0,1700",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-01","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0",,,"  311",",,0","  144",",,0",,,,,,,,,,,,,,,,,,,"  306",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-02","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  333",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  322",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-03","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  356",",,0","  167",",,0",,,,,,,,,,,,,,,,,,,"  339",",I,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-04","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  311",",I,0","  217",",,0",,,,,,,,,,,,,,,,,,,"  289",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-05","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  339",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  289",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-06","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  344",",,0","  200",",,0",,,,,,,,,,,,,,,,,,,"  333",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  378",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  367",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  361",",,0","  233",",,0",,,,,,,,,,,,,,,,,,,"  350",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  394",",,0","  250",",,0",,,,,,,,,,,,,,,,,,,"  389",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  500",",,0,","    0","P,,0","    0","P,,0","  389",",,0","  217",",,0",,,,,,,,,,,,,,,,,,,"  244",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  389",",,0,","    0","P,,0","    0","P,,0","  283",",,0","  228",",,0",,,,,,,,,,,,,,,,,,,"  233",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  191",",,0,","    0","P,,0","    0","P,,0","  272",",,0","  222",",,0",,,,,,,,,,,,,,,,,,,"  244",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   66",",,0,","    0","P,,0","    0","P,,0","  294",",,0","  222",",,0",,,,,,,,,,,,,,,,,,,"  289",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  306",",,0","  183",",,0",,,,,,,,,,,,,,,,,,,"  300",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  294",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  311",",,0","  194",",,0",,,,,,,,,,,,,,,,,,,"  306",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  300",",,0","  189",",,0",,,,,,,,,,,,,,,,,,,"  278",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,","    0","P,,0","    0","P,,0","  317",",,0","  211",",,0",,,,,,,,,,,,,,,,,,,"  306",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00076410","2001-08-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   76",",,0,","    0","P,,0","    0","P,,0","  311",",,0","  178",",,0",,,,,,,,,,,,,,,,,,,"  256",",,0,",,,,,,,,,,,,,,,,,,,,
